year,IdealPointFP,ccode
2022,-0.7314316,770
2023,-0.2945825,770
2024,-0.4083516,770
1995,-0.8147267,771
1996,-0.8090644,771
1997,-0.7547785,771
1998,-0.678862,771
1999,-0.7452107,771
2000,-0.7617824,771
2001,-0.5896427,771
2002,-0.7612904,771
2003,-0.9595613,771
2004,-1.033121,771
2005,-0.906922,771
2006,-0.8563908,771
2007,-0.7965578,771
2008,-0.7197078,771
2009,-0.768537,771
2010,-0.9583319,771
2011,-0.9590075,771
2012,-0.6956713,771
2013,-0.83368,771
2014,-0.9606157,771
2015,-0.8662922,771
2016,-0.9268481,771
2017,-0.717533,771
2018,-0.5553701,771
2019,-0.570567,771
2020,-0.6976793,771
2021,-0.645819,771
2022,-0.6327632,771
2023,-0.5507269,771
2024,-0.5630584,771
1995,-1.611748,775
1996,-1.641434,775
1997,-1.585547,775
1998,-0.9720044,775
1999,-1.232634,775
2000,-1.318868,775
2001,-1.321896,775
2002,-1.193131,775
2003,-1.352187,775
2004,-1.18373,775
2005,-1.124082,775
2006,-1.139766,775
2007,-1.141308,775
2008,-1.0961,775
2009,-1.137458,775
2010,-1.435518,775
2011,-1.290498,775
2012,-1.039769,775
2013,-1.230851,775
2014,-1.012111,775
2015,-0.8790608,775
2016,-0.7334279,775
2017,-0.6517738,775
2018,-0.9840664,775
2019,-0.8996851,775
2020,-0.9557524,775
2021,-0.5192103,775
2022,-0.1529983,775
2023,-0.1261923,775
2024,0.02713052,775
1995,-1.129478,780
1996,-0.8777293,780
1997,-0.7773571,780
1998,-0.7264984,780
1999,-0.7628924,780
2000,-0.7775235,780
2001,-0.698522,780
2002,-0.6595892,780
2003,-0.5478986,780
2004,-0.6240679,780
2005,-0.4587667,780
2006,-0.6238384,780
2007,-0.5610243,780
2008,-0.8377706,780
2009,-0.8349031,780
2010,-0.9479118,780
2011,-0.8882785,780
2012,-0.8977394,780
2013,-1.073232,780
2014,-1.139948,780
2015,-0.6481297,780
2016,-0.6474778,780
2017,-0.6429714,780
2018,-0.5044055,780
2019,-0.6053683,780
2020,-0.7149647,780
2021,-0.9786683,780
2022,-0.8291104,780
2023,-0.6762382,780
2024,-0.672402,780
1995,-0.4931198,781
1996,-0.4590372,781
1997,-0.4773737,781
1998,-0.447159,781
1999,-0.3681867,781
2000,-0.5311165,781
2001,-0.4961043,781
2002,-0.4621085,781
2003,-0.7423936,781
2004,-0.6142773,781
2005,-0.7837008,781
2006,-0.4770232,781
2007,-0.6271103,781
2008,-0.4909004,781
2009,-0.3146629,781
2010,-0.3728379,781
2011,-0.280379,781
2012,-0.4519862,781
2013,-0.3708714,781
2014,-0.5339048,781
2015,-0.6645784,781
2016,-0.5919422,781
2017,-0.5225357,781
2018,-0.442993,781
2019,-0.4622913,781
2020,-0.4681084,781
2021,-0.372786,781
2022,-0.3273144,781
2023,-0.5010179,781
2024,-0.3653946,781
1995,-0.348757,790
1996,-0.611233,790
1997,-0.6756283,790
1998,-0.5112801,790
1999,-0.8010353,790
2000,-0.5966421,790
2001,-0.7232392,790
2002,-0.6619487,790
2003,-0.505505,790
2004,-0.6208019,790
2005,-0.4036053,790
2006,-0.3444645,790
2007,-0.4126024,790
2008,-0.436329,790
2009,-0.4875928,790
2010,-0.5345603,790
2011,-0.6700267,790
2012,-0.602278,790
2013,-0.6477758,790
2014,-0.6384965,790
2015,-0.6865099,790
2016,-0.6627424,790
2017,-0.7685706,790
2018,-0.5163028,790
2019,-0.6134117,790
2020,-0.5822843,790
2021,-0.6415874,790
2022,-0.4880512,790
2023,-0.4088288,790
2024,-0.5213559,790
1995,-0.7257581,800
1996,-0.5132666,800
1997,-0.5762505,800
1998,-0.4063218,800
1999,-0.4034935,800
2000,-0.2787234,800
2001,-0.4022403,800
2002,-0.3456157,800
2003,-0.1844433,800
2004,-0.1150677,800
2005,-0.2860133,800
2006,-0.2304952,800
2007,-0.2096278,800
2008,-0.1796985,800
2009,-0.4456414,800
2010,-0.5038022,800
2011,-0.3832572,800
2012,-0.3912716,800
2013,-0.3691759,800
2014,-0.3850641,800
2015,-0.3980365,800
2016,-0.4264946,800
2017,-0.5589786,800
2018,-0.350915,800
2019,-0.5004031,800
2020,-0.3410653,800
2021,-0.3356343,800
2022,-0.4026051,800
2023,-0.3559963,800
2024,-0.3145853,800
1995,-0.01438574,811
1996,-0.1276161,811
1997,-0.1334602,811
1998,-0.1334602,811
1999,-0.9159356,811
2000,-0.7504366,811
2001,-0.7480751,811
2002,-0.7378912,811
2003,-0.6140365,811
2004,-0.5834455,811
2005,-0.659775,811
2006,-0.7746345,811
2007,-0.508209,811
2008,-0.6137876,811
2009,-0.5854844,811
2010,-0.8232176,811
2011,-0.7186827,811
2012,-0.6065809,811
2013,-0.7077914,811
2014,-0.7134814,811
2015,-0.9088087,811
2016,-0.8104416,811
2017,-0.9929649,811
2018,-1.262949,811
2019,-1.197797,811
2020,-1.041613,811
2021,-1.167903,811
2022,-0.564081,811
2023,-0.5314414,811
2024,-0.5811721,811
1995,-1.245455,812
1996,-1.101703,812
1997,-1.216296,812
1998,-1.070518,812
1999,-1.10321,812
2000,-1.099535,812
2001,-1.231274,812
2002,-1.038067,812
2003,-0.6345895,812
2004,-0.7842789,812
2005,-0.6249988,812
2006,-0.7546692,812
2007,-0.7678373,812
2008,-0.8715568,812
2009,-0.8293704,812
2010,-0.8434817,812
2011,-0.8593536,812
2012,-0.774016,812
2013,-0.9164574,812
2014,-1.043211,812
2015,-1.153064,812
2016,-0.9337731,812
2017,-1.097106,812
2018,-1.031146,812
2019,-0.9397203,812
2020,-0.9777182,812
2021,-0.8755026,812
2022,-0.9232802,812
2023,-0.6133844,812
2024,-0.8009142,812
1995,-1.638853,816
1996,-1.375907,816
1997,-1.401703,816
1998,-1.191713,816
1999,-1.367578,816
2000,-1.173163,816
2001,-1.299079,816
2002,-1.282582,816
2003,-1.361737,816
2004,-1.352405,816
2005,-1.289481,816
2006,-1.286787,816
2007,-1.105249,816
2008,-1.116254,816
2009,-1.086591,816
2010,-1.215873,816
2011,-1.052444,816
2012,-1.105954,816
2013,-1.030082,816
2014,-1.026371,816
2015,-1.077853,816
2016,-1.029157,816
2017,-1.029459,816
2018,-0.9249507,816
2019,-0.8376688,816
2020,-0.8210948,816
2021,-0.7138274,816
2022,-0.9279533,816
2023,-0.6280176,816
2024,-0.6487546,816
1995,-0.7002091,820
1996,-0.6952219,820
1997,-0.6329462,820
1998,-0.5727833,820
1999,-0.5982599,820
2000,-0.6577445,820
2001,-0.9005617,820
2002,-0.7908354,820
2003,-0.9415059,820
2004,-0.6960361,820
2005,-1.048116,820
2006,-0.6540391,820
2007,-1.215013,820
2008,-0.7235692,820
2009,-0.9625184,820
2010,-1.116716,820
2011,-0.7323567,820
2012,-0.6574041,820
2013,-0.5335112,820
2014,-0.6865746,820
2015,-0.6937204,820
2016,-0.6791641,820
2017,-0.7126677,820
2018,-0.6677168,820
2019,-0.6732845,820
2020,-0.689873,820
2021,-0.6258181,820
2022,-0.596277,820
2023,-0.6117639,820
2024,-0.6043942,820
1995,-0.2997349,830
1996,-0.4161755,830
1997,-0.4792766,830
1998,-0.1863438,830
1999,-0.2841499,830
2000,-0.1750186,830
2001,-0.253374,830
2002,-0.1569503,830
2003,-0.135256,830
2004,-0.1593073,830
2005,-0.285503,830
2006,-0.2067141,830
2007,-0.2289372,830
2008,-0.2179175,830
2009,-0.3777918,830
2010,-0.4373426,830
2011,-0.6053225,830
2012,-0.3511028,830
2013,-0.608916,830
2014,-0.4164927,830
2015,-0.5807821,830
2016,-0.6164574,830
2017,-0.6576415,830
2018,-0.3239818,830
2019,-0.4252102,830
2020,-0.328833,830
2021,-0.3618012,830
2022,-0.2940779,830
2023,-0.2797969,830
2024,-0.06151197,830
1995,-0.9485051,835
1996,-0.717123,835
1997,-0.879453,835
1998,-0.8326642,835
1999,-0.9224503,835
2000,-0.8211107,835
2001,-0.9597055,835
2002,-0.7959204,835
2003,-1.102044,835
2004,-0.6453206,835
2005,-0.8826391,835
2006,-0.625751,835
2007,-0.7035374,835
2008,-0.520242,835
2009,-0.8426142,835
2010,-0.9621573,835
2011,-0.9494414,835
2012,-0.7256402,835
2013,-0.7791477,835
2014,-0.9466804,835
2015,-0.9419916,835
2016,-0.8995686,835
2017,-0.8255087,835
2018,-0.858104,835
2019,-0.6583109,835
2020,-0.7667451,835
2021,-0.7608243,835
2022,-0.6794787,835
2023,-0.6881556,835
2024,-0.6430411,835
1995,-0.4748421,840
1996,-0.5836762,840
1997,-0.8396982,840
1998,-0.8591386,840
1999,-0.760085,840
2000,-0.4252079,840
2001,-0.3538884,840
2002,-0.4216396,840
2003,-0.404815,840
2004,-0.417757,840
2005,-0.4162339,840
2006,-0.3903376,840
2007,-0.4317256,840
2008,-0.3959331,840
2009,-0.4530212,840
2010,-0.4883283,840
2011,-0.4126292,840
2012,-0.4358061,840
2013,-0.4949587,840
2014,-0.4122563,840
2015,-0.487557,840
2016,-0.6198071,840
2017,-0.8424454,840
2018,-0.3465678,840
2019,-0.439001,840
2020,-0.4424209,840
2021,-0.3361879,840
2022,-0.1965575,840
2023,-0.3405481,840
2024,-0.3286966,840
1995,-1.433545,850
1996,-1.422442,850
1997,-1.173723,850
1998,-0.8699135,850
1999,-0.8276271,850
2000,-0.8580736,850
2001,-0.9324332,850
2002,-0.9507703,850
2003,-0.9050998,850
2004,-1.000494,850
2005,-1.08973,850
2006,-1.102537,850
2007,-1.067296,850
2008,-0.8868617,850
2009,-0.8654922,850
2010,-0.928653,850
2011,-0.7560616,850
2012,-0.7613179,850
2013,-1.013776,850
2014,-0.9869826,850
2015,-0.9279673,850
2016,-1.026705,850
2017,-0.9190971,850
2018,-0.9726643,850
2019,-0.8407304,850
2020,-0.8876408,850
2021,-0.8102023,850
2022,-0.6942232,850
2023,-0.597202,850
2024,-0.5889217,850
1995,-0.214289,860
1996,-0.214289,860
1997,-0.214289,860
1998,-0.214289,860
1999,-0.214289,860
2000,-0.214289,860
2001,-0.214289,860
2002,-0.214289,860
2003,-0.1657872,860
2004,-0.2560973,860
2005,-0.1756563,860
2006,-0.3216862,860
2007,-0.1831856,860
2008,-0.09024568,860
2009,0.10022,860
2010,-0.2314483,860
2011,-0.1794727,860
2012,-0.1320909,860
2013,-0.384589,860
2014,-0.2927553,860
2015,-0.3745503,860
2016,-0.2935053,860
2017,-0.3798104,860
2018,-0.2959005,860
2019,-0.3126832,860
2020,-0.3912786,860
2021,-0.3451292,860
2022,-0.1699156,860
2023,-0.1795333,860
2024,-0.1280707,860
1995,0.6947374,900
1996,0.8112751,900
1997,1.01172,900
1998,0.9958124,900
1999,0.8884553,900
2000,0.8891799,900
2001,0.9994693,900
2002,1.219301,900
2003,1.253879,900
2004,1.353717,900
2005,1.347964,900
2006,1.502646,900
2007,1.426065,900
2008,1.297587,900
2009,1.273,900
2010,1.28239,900
2011,1.208965,900
2012,1.255985,900
2013,1.253616,900
2014,1.329221,900
2015,1.197192,900
2016,1.224858,900
2017,1.193699,900
2018,1.403675,900
2019,1.379909,900
2020,1.333879,900
2021,1.352608,900
2022,1.149766,900
2023,1.068777,900
2024,0.9001207,900
1995,-0.02471294,910
1996,-0.8810462,910
1997,-0.6672526,910
1998,-0.6853558,910
1999,-0.7013859,910
2000,-0.3311255,910
2001,0.04317252,910
2002,0.0825601,910
2003,0.1779761,910
2004,0.1686824,910
2005,0.3831174,910
2006,0.3178396,910
2007,-0.06523847,910
2008,-0.0546906,910
2009,0.05543786,910
2010,-0.0438142,910
2011,-0.02283988,910
2012,0.2257756,910
2013,0.08642217,910
2014,-0.005354799,910
2015,-0.2148189,910
2016,-0.1859178,910
2017,-0.1179817,910
2018,0.1226845,910
2019,0.1128566,910
2020,0.271894,910
2021,-0.04484321,910
2022,0.1316878,910
2023,0.2177499,910
2024,0.3559873,910
1995,0.6895838,920
1996,0.7059485,920
1997,0.8862083,920
1998,0.8903912,920
1999,0.7624519,920
2000,0.7756245,920
2001,0.8395374,920
2002,0.7430931,920
2003,0.7201644,920
2004,0.7577123,920
2005,0.6873602,920
2006,0.6709946,920
2007,0.6007924,920
2008,0.6110617,920
2009,0.8105479,920
2010,0.7883552,920
2011,0.7834679,920
2012,0.6840348,920
2013,0.6573974,920
2014,0.7314735,920
2015,0.6135234,920
2016,0.6267048,920
2017,0.6537209,920
2018,0.704382,920
2019,0.6834074,920
2020,0.7568427,920
2021,0.7119795,920
2022,0.7267777,920
2023,0.6605513,920
2024,0.573075,920
1995,-0.2342279,935
1996,-0.006438992,935
1997,-0.04891648,935
1998,-0.003372589,935
1999,-0.003372589,935
2000,-0.001169892,935
2001,0.2585532,935
2002,0.3496535,935
2003,-0.04056179,935
2004,0.3477262,935
2005,0.297218,935
2006,0.3944969,935
2007,0.3350097,935
2008,0.1233949,935
2009,0.45031,935
2010,-0.2043393,935
2011,0.100048,935
2012,0.1332491,935
2013,0.1905797,935
2014,0.1257919,935
2015,-0.1230859,935
2016,0.03349115,935
2017,-0.07845268,935
2018,0.1271423,935
2019,0.02282458,935
2020,-0.1411124,935
2021,-0.1328359,935
2022,-0.2097013,935
2023,-0.04732863,935
2024,0.07136431,935
1995,0.3155638,940
1996,0.1721278,940
1997,0.2593126,940
1998,-0.02886164,940
1999,0.08583165,940
2000,0.05066018,940
2001,0.05631265,940
2002,0.2828261,940
2003,0.2494098,940
2004,0.2379456,940
2005,0.1156968,940
2006,-0.02142949,940
2007,-0.1614558,940
2008,-0.5651167,940
2009,-0.3981505,940
2010,-0.3303429,940
2011,-0.3248597,940
2012,-0.4416152,940
2013,-0.4817614,940
2014,-0.4250156,940
2015,-0.494115,940
2016,-0.3348017,940
2017,0.06656711,940
2018,0.3315629,940
2019,-0.08862917,940
2020,0.07884328,940
2021,-0.3241769,940
2022,-0.2995007,940
2023,-0.3052732,940
2024,-0.317495,940
1995,-0.01938948,946
1996,-0.01938948,946
1997,-0.01938948,946
1998,-0.01938948,946
1999,-0.01938948,946
2000,-0.01938948,946
2001,0.378775,946
2002,-0.1542823,946
2003,-0.2037076,946
2004,0.4131058,946
2005,0.3420493,946
2006,0.3995029,946
2007,0.7051294,946
2008,0.8398841,946
2009,0.9087805,946
2010,0.9713278,946
2011,0.9216799,946
2012,0.8858582,946
2013,0.3646786,946
2014,-0.1908639,946
2015,-0.3856464,946
2016,-0.228079,946
2017,-0.4400818,946
2018,0.4387149,946
2019,0.01696085,946
2020,-0.07578234,946
2021,-0.2268583,946
2022,-0.0614933,946
2023,0.01061087,946
2024,-0.000579416,946
1995,1.938938,947
1996,1.938938,947
1997,1.938938,947
1998,1.938938,947
1999,1.938938,947
2000,1.938938,947
2001,1.909529,947
2002,0.3724355,947
2003,0.2399674,947
2004,0.1552186,947
2005,0.2405146,947
2006,0.4822164,947
2007,-0.1996228,947
2008,-0.1720223,947
2009,-0.2096775,947
2010,-0.2584266,947
2011,-0.1646684,947
2012,-0.4651406,947
2013,-0.2043668,947
2014,-0.2765657,947
2015,-0.2880206,947
2016,-0.3073145,947
2017,0.08465952,947
2018,0.1220967,947
2019,-0.04029016,947
2020,0.09804924,947
2021,-0.05193198,947
2022,-0.02323701,947
2023,0.05447669,947
2024,0.03236343,947
1995,0.06299487,950
1996,0.1509555,950
1997,-0.4250288,950
1998,-0.4699476,950
1999,-0.6032116,950
2000,-0.1144634,950
2001,-0.1653739,950
2002,0.1609142,950
2003,-0.04210156,950
2004,-0.008304476,950
2005,-0.08383038,950
2006,0.1987621,950
2007,-0.02158889,950
2008,0.203913,950
2009,0.2709974,950
2010,-0.03732794,950
2011,-0.08694037,950
2012,-0.1210753,950
2013,-0.5587166,950
2014,-0.4419762,950
2015,-0.5863117,950
2016,-0.4163049,950
2017,-0.4333204,950
2018,0.1064563,950
2019,-0.1543953,950
2020,-0.04936001,950
2021,-0.2298194,950
2022,-0.1345956,950
2023,0.2903109,950
2024,0.7172096,950
1995,0.4409072,955
1996,0.4409072,955
1997,0.4409072,955
1998,0.4409072,955
1999,0.4409072,955
2000,0.4409072,955
2001,0.2948222,955
2002,0.2652664,955
2003,0.2651495,955
2004,0.299036,955
2005,0.2313918,955
2006,0.3380379,955
2007,0.2404216,955
2008,0.2577078,955
2009,0.2726494,955
2010,0.285059,955
2011,0.2435782,955
2012,0.2783213,955
2013,0.2529241,955
2014,0.1578358,955
2015,0.1079928,955
2016,0.1397951,955
2017,0.08047872,955
2018,0.1423886,955
2019,0.1154616,955
2020,0.1229749,955
2021,0.1403439,955
2022,-0.08161556,955
2023,0.06163531,955
2024,0.08456912,955
1995,0.2926157,970
1996,0.2926157,970
1997,0.2926157,970
1998,0.2926157,970
1999,0.2926157,970
2000,0.2926157,970
2001,0.4489228,970
2002,0.4486686,970
2003,0.5976836,970
2004,0.5094558,970
2005,1.423637,970
2006,0.6351411,970
2007,0.6108049,970
2008,0.8998224,970
2009,2.329426,970
2010,2.284787,970
2011,2.492637,970
2012,0.6795816,970
2013,0.2700251,970
2014,0.5740388,970
2015,0.6718095,970
2016,0.1563353,970
2017,0.3204963,970
2018,0.366419,970
2019,0.2671572,970
2020,0.3938621,970
2021,0.2218508,970
2022,0.4190085,970
2023,0.3466125,970
2024,0.4043811,970
1995,0.6151545,983
1996,0.8662565,983
1997,0.9057948,983
1998,1.272668,983
1999,1.310261,983
2000,1.35836,983
2001,2.336892,983
2002,2.587955,983
2003,1.871635,983
2004,1.151264,983
2005,1.806714,983
2006,1.93812,983
2007,1.681891,983
2008,1.297606,983
2009,1.215669,983
2010,1.216696,983
2011,1.25483,983
2012,1.241694,983
2013,0.9006595,983
2014,0.7798991,983
2015,0.6623222,983
2016,0.7786609,983
2017,0.9021742,983
2018,0.8377761,983
2019,0.9886989,983
2020,0.8665144,983
2021,0.8238633,983
2022,0.9890743,983
2023,0.7199507,983
2024,0.8019425,983
1995,0.9468352,986
1996,0.8894599,986
1997,0.8894599,986
1998,0.8894599,986
1999,0.8894599,986
2000,1.388737,986
2001,0.8270785,986
2002,2.305477,986
2003,2.473725,986
2004,2.649747,986
2005,1.798766,986
2006,1.949287,986
2007,1.785134,986
2008,2.030563,986
2009,1.769076,986
2010,1.950864,986
2011,2.044824,986
2012,1.962917,986
2013,1.621742,986
2014,1.52599,986
2015,1.041597,986
2016,0.8166336,986
2017,0.6864079,986
2018,0.2281643,986
2019,0.135382,986
2020,0.1980722,986
2021,0.3606531,986
2022,0.570553,986
2023,0.4282446,986
2024,0.5653365,986
1995,0.5377894,987
1996,0.8066305,987
1997,1.827884,987
1998,2.044297,987
1999,1.872428,987
2000,1.863299,987
2001,2.05857,987
2002,2.279231,987
2003,2.296196,987
2004,1.755292,987
2005,1.762333,987
2006,1.697341,987
2007,1.65649,987
2008,1.733904,987
2009,1.90166,987
2010,1.780879,987
2011,2.022949,987
2012,1.785061,987
2013,2.021937,987
2014,1.414858,987
2015,1.791729,987
2016,1.543547,987
2017,1.464683,987
2018,1.46499,987
2019,1.313263,987
2020,1.215987,987
2021,1.629706,987
2022,1.259714,987
2023,1.279404,987
2024,1.245286,987
1995,0.2932179,990
1996,0.3278468,990
1997,0.2788994,990
1998,0.1421861,990
1999,0.3100677,990
2000,0.3640336,990
2001,0.3073383,990
2002,0.2716703,990
2003,0.2600881,990
2004,0.299249,990
2005,0.2856045,990
2006,0.2865215,990
2007,0.1597427,990
2008,0.2303251,990
2009,0.2301163,990
2010,0.2589123,990
2011,0.2297228,990
2012,0.2130577,990
2013,0.1569872,990
2014,0.1231538,990
2015,0.01468421,990
2016,-0.1346037,990
2017,-0.09246677,990
2018,0.07454423,990
2019,0.0204227,990
2020,0.007096758,990
2021,-0.03105352,990
2022,0.03299667,990
2023,0.1201214,990
2024,0.1359909,990
