year,IdealPointFP,ccode
1999,-0.7061746,404
2000,-0.7061746,404
2001,-0.7061746,404
2002,-0.7485127,404
2003,-0.7280206,404
2004,-0.3911851,404
2005,-0.4143881,404
2006,-0.3653497,404
2007,-0.5351622,404
2008,-0.3841236,404
2009,-0.4890879,404
2010,-0.5285833,404
2011,-0.4057965,404
2012,-0.4055593,404
2013,-0.5510383,404
2014,-0.4336878,404
2015,-0.5472184,404
2016,-0.6233249,404
2017,-0.6465709,404
2018,-0.4307526,404
2019,-0.45201,404
2020,-0.5470452,404
2021,-0.547874,404
2022,-0.6181502,404
2023,-0.6866403,404
2024,-0.6483702,404
1995,0.1305379,411
1996,0.1261825,411
1997,-0.2058384,411
1998,-0.1907041,411
1999,-0.2129664,411
2000,-0.5596482,411
2001,-0.6561386,411
2002,-0.8417182,411
2003,0.03300428,411
2004,-0.1187618,411
2005,-0.1246716,411
2006,0.1749495,411
2007,-0.04924433,411
2008,-0.435381,411
2009,-0.6426515,411
2010,-0.622915,411
2011,-0.1934951,411
2012,-0.4237563,411
2013,-0.3289995,411
2014,-0.6443474,411
2015,-0.7349621,411
2016,-0.6808187,411
2017,-0.4159551,411
2018,-0.3720812,411
2019,-0.6200231,411
2020,-0.5072411,411
2021,-0.7840986,411
2022,-0.7729372,411
2023,-0.7285041,411
2024,-0.7367044,411
1995,-1.026002,420
1996,-0.8048992,420
1997,-0.8048992,420
1998,-0.328483,420
1999,-0.6869117,420
2000,-0.8608366,420
2001,-0.6439941,420
2002,-0.8862625,420
2003,-0.7747976,420
2004,-0.8193428,420
2005,-1.204664,420
2006,-0.8875337,420
2007,-0.9965193,420
2008,-0.8895316,420
2009,-0.6712151,420
2010,-0.5775453,420
2011,-0.4585862,420
2012,-0.3246864,420
2013,-0.5201579,420
2014,-0.7704338,420
2015,-0.812518,420
2016,-0.7864853,420
2017,-0.5769013,420
2018,-0.4357658,420
2019,-0.5017298,420
2020,-0.450388,420
2021,-0.4406241,420
2022,-0.4384455,420
2023,-0.4171689,420
2024,-0.2703811,420
1995,-0.5366731,432
1996,-0.5472821,432
1997,-0.7120206,432
1998,-0.7377783,432
1999,-0.7728704,432
2000,-0.6244778,432
2001,-0.6724811,432
2002,-0.7532804,432
2003,-0.6315744,432
2004,-0.598616,432
2005,-0.5471233,432
2006,-0.5843109,432
2007,-0.6447069,432
2008,-0.5567149,432
2009,-0.6831197,432
2010,-0.6454678,432
2011,-0.6503635,432
2012,-0.5470637,432
2013,-0.4698686,432
2014,-0.6699615,432
2015,-0.9012654,432
2016,-0.6814669,432
2017,-0.1797698,432
2018,-0.3331458,432
2019,-0.2155239,432
2020,-0.1599297,432
2021,-0.8512353,432
2022,-1.032438,432
2023,-0.3004075,432
2024,-0.8810588,432
1995,-0.5987637,433
1996,-0.3666796,433
1997,-0.295616,433
1998,-0.3466327,433
1999,-0.3209296,433
2000,-0.3805672,433
2001,-0.4698784,433
2002,-0.4621751,433
2003,-0.7319238,433
2004,-0.7418826,433
2005,-0.6826491,433
2006,-0.6628692,433
2007,-0.6677563,433
2008,-0.708163,433
2009,-0.6629385,433
2010,-0.6613761,433
2011,-0.4549156,433
2012,-0.4342565,433
2013,-0.5040476,433
2014,-0.643381,433
2015,-0.6648562,433
2016,-0.548113,433
2017,-0.5476445,433
2018,-0.3699812,433
2019,-0.5670277,433
2020,-0.5526553,433
2021,-0.4658643,433
2022,-0.5384341,433
2023,-0.5786949,433
2024,-0.5766756,433
1995,-0.2863901,434
1996,-0.6338669,434
1997,-0.7565579,434
1998,-0.8247873,434
1999,-0.8114548,434
2000,-0.5604729,434
2001,-0.6194931,434
2002,-0.8111621,434
2003,-0.6825557,434
2004,-0.3892322,434
2005,-0.5397026,434
2006,-0.5640228,434
2007,-0.4557576,434
2008,-0.4360845,434
2009,-0.2436378,434
2010,-0.1094439,434
2011,-0.3730725,434
2012,-0.4634474,434
2013,-0.5657013,434
2014,-0.4123772,434
2015,-0.5018561,434
2016,-0.5433867,434
2017,-0.5709739,434
2018,-0.4584498,434
2019,-0.499649,434
2020,-0.3895772,434
2021,-0.5533896,434
2022,-0.3200109,434
2023,-0.3101566,434
2024,-0.2126276,434
1995,-0.706916,435
1996,-0.4286452,435
1997,-0.5217202,435
1998,-0.6703558,435
1999,-0.6703558,435
2000,-1.26731,435
2001,-1.184581,435
2002,-0.7931338,435
2003,-1.144641,435
2004,-1.124247,435
2005,-0.3836768,435
2006,-0.7536272,435
2007,-0.4935417,435
2008,-0.7759656,435
2009,-0.9499631,435
2010,-0.8176755,435
2011,-0.7063782,435
2012,-0.613455,435
2013,-0.5837278,435
2014,-0.6720043,435
2015,-0.8521318,435
2016,-0.7922967,435
2017,-0.6427051,435
2018,-0.7360937,435
2019,-0.8707044,435
2020,-0.723141,435
2021,-0.6423805,435
2022,-0.6585021,435
2023,-0.7482944,435
2024,-0.7038934,435
1995,-0.7863452,436
1996,-0.9497791,436
1997,-1.038257,436
1998,-0.7211754,436
1999,-0.7211754,436
2000,-0.7211754,436
2001,-0.7211754,436
2002,-0.7211754,436
2003,-0.9385983,436
2004,-0.8387425,436
2005,-0.4472891,436
2006,-0.682182,436
2007,-0.6730477,436
2008,-0.7338633,436
2009,-0.678195,436
2010,-0.5687309,436
2011,-0.7699958,436
2012,-0.4975212,436
2013,-0.6289832,436
2014,-0.6162469,436
2015,-0.882433,436
2016,-0.5608896,436
2017,-0.6100947,436
2018,-0.7478432,436
2019,-0.6289789,436
2020,-0.3227245,436
2021,-0.5236185,436
2022,-0.4646718,436
2023,-0.6162385,436
2024,-0.5762158,436
1995,-0.1876362,437
1996,-0.2592274,437
1997,-0.6929197,437
1998,-0.6935512,437
1999,-0.6802703,437
2000,-0.5006267,437
2001,-0.6716359,437
2002,-0.5526984,437
2003,-0.6697204,437
2004,-0.1663422,437
2005,-0.3041842,437
2006,-0.06513306,437
2007,0.1090508,437
2008,-0.08869421,437
2009,-0.09963894,437
2010,0.1063789,437
2011,-0.06070975,437
2012,-0.3675485,437
2013,-0.2337474,437
2014,-0.06871958,437
2015,-0.1536604,437
2016,-0.03725941,437
2017,-0.3845225,437
2018,-0.0360558,437
2019,-0.1870086,437
2020,-0.2117096,437
2021,-0.1499886,437
2022,-0.1053294,437
2023,0.01496877,437
2024,0.01496877,437
1995,-0.436502,438
1996,-0.763575,438
1997,-0.7046781,438
1998,-0.7805992,438
1999,-0.6732403,438
2000,-0.4832094,438
2001,-0.4256448,438
2002,-0.6854835,438
2003,-0.7379061,438
2004,-0.6450036,438
2005,-0.6280681,438
2006,-0.8715312,438
2007,-0.7750621,438
2008,-0.8062919,438
2009,-0.6960709,438
2010,-0.993232,438
2011,-0.5943913,438
2012,-0.5333417,438
2013,-0.5848792,438
2014,-0.5763592,438
2015,-0.7962986,438
2016,-0.6889368,438
2017,-0.7850316,438
2018,-0.639634,438
2019,-0.7600284,438
2020,-0.5143523,438
2021,-0.5376566,438
2022,-0.4946857,438
2023,-0.4070321,438
2024,-0.5143068,438
1995,-0.7800681,439
1996,-0.7966076,439
1997,-0.754109,439
1998,-0.7448847,439
1999,-0.9189294,439
2000,-0.6957154,439
2001,-0.7983606,439
2002,-0.8761363,439
2003,-0.7398405,439
2004,-0.5448048,439
2005,-0.4086538,439
2006,-0.5352556,439
2007,-0.570942,439
2008,-0.4509382,439
2009,-0.3922903,439
2010,-0.5322089,439
2011,-0.5161484,439
2012,-0.3406767,439
2013,-0.4786149,439
2014,-0.5098954,439
2015,-0.5404722,439
2016,-0.4993514,439
2017,-0.5903288,439
2018,-0.5017559,439
2019,-0.4729757,439
2020,-0.4741288,439
2021,-0.6421437,439
2022,-0.5108737,439
2023,-0.5665223,439
2024,-0.5689338,439
1995,-0.5571834,450
1996,-0.5571834,450
1997,-0.4408883,450
1998,-0.4148896,450
1999,-0.4148896,450
2000,-0.4148896,450
2001,-0.4148896,450
2002,-0.4148896,450
2003,-0.4148896,450
2004,-0.3781181,450
2005,-0.3977119,450
2006,-0.4013521,450
2007,-0.3365996,450
2008,-0.1453402,450
2009,-0.1373528,450
2010,-0.2342472,450
2011,-0.3116411,450
2012,-0.0882202,450
2013,-0.3037948,450
2014,-0.08474554,450
2015,-0.04116868,450
2016,-0.2594188,450
2017,-0.2157515,450
2018,0.1912051,450
2019,0.3530553,450
2020,0.2377381,450
2021,0.3348377,450
2022,0.9488586,450
2023,0.3832396,450
2024,0.401217,450
1995,-0.5163751,451
1996,-0.3547166,451
1997,-0.4883253,451
1998,-0.4824721,451
1999,-0.2500027,451
2000,-0.4717948,451
2001,-0.4746474,451
2002,-0.7177349,451
2003,-0.4225152,451
2004,-0.5249749,451
2005,-0.6657592,451
2006,-0.5836541,451
2007,-0.561334,451
2008,-0.6194071,451
2009,-0.4253755,451
2010,-0.4484093,451
2011,-0.4531716,451
2012,-0.4527068,451
2013,-0.4778913,451
2014,-0.3518583,451
2015,-0.5187642,451
2016,-0.3791905,451
2017,-0.5478445,451
2018,-0.5401295,451
2019,-0.5414383,451
2020,-0.5306065,451
2021,-0.5525593,451
2022,-0.3620056,451
2023,-0.2749398,451
2024,-0.1512271,451
1995,-0.8915832,452
1996,-1.136483,452
1997,-1.105801,452
1998,-0.8429485,452
1999,-0.6762282,452
2000,-0.6566093,452
2001,-0.6170525,452
2002,-0.7106139,452
2003,-0.5375594,452
2004,-0.555924,452
2005,-0.4599833,452
2006,-0.4355225,452
2007,-0.34461,452
2008,-0.3845641,452
2009,-0.3658354,452
2010,-0.4827755,452
2011,-0.4793834,452
2012,-0.5606808,452
2013,-0.6218412,452
2014,-0.3340852,452
2015,-0.3018123,452
2016,-0.4236068,452
2017,-0.3907172,452
2018,-0.1758227,452
2019,-0.1614327,452
2020,-0.4658052,452
2021,-0.3977788,452
2022,-0.3520806,452
2023,-0.4322827,452
2024,-0.3704398,452
1995,-0.8700785,461
1996,-0.6475092,461
1997,-0.8835199,461
1998,-0.5640136,461
1999,-0.5351994,461
2000,-0.8286903,461
2001,-0.7877669,461
2002,-0.7752997,461
2003,-0.8266342,461
2004,-0.6401638,461
2005,-0.6336638,461
2006,-0.6821972,461
2007,-0.6631091,461
2008,-0.4835743,461
2009,-0.4449106,461
2010,-0.4353842,461
2011,-0.4380788,461
2012,-0.0888616,461
2013,-0.1838774,461
2014,-0.1844985,461
2015,-0.1363093,461
2016,0.08971852,461
2017,0.03507311,461
2018,0.02876001,461
2019,-0.04191217,461
2020,-0.05483523,461
2021,-0.100082,461
2022,-0.3816319,461
2023,-0.3626857,461
2024,-0.4819562,461
1995,-0.4486394,471
1996,-0.4311689,471
1997,-0.5504289,471
1998,-0.2965594,471
1999,-0.4660285,471
2000,-0.6006278,471
2001,-0.4206165,471
2002,-0.2851917,471
2003,-0.02783772,471
2004,0.11293,471
2005,0.03324097,471
2006,0.08193463,471
2007,0.1228059,471
2008,0.1726108,471
2009,0.1739748,471
2010,0.1812197,471
2011,0.1551007,471
2012,0.1886256,471
2013,0.1573583,471
2014,0.04119239,471
2015,-0.03976432,471
2016,0.06010291,471
2017,0.08495247,471
2018,-0.03253707,471
2019,-0.000189267,471
2020,0.000936876,471
2021,-0.06075122,471
2022,-0.1849281,471
2023,-0.1967233,471
2024,-0.2298168,471
1995,-1.406301,475
1996,-1.470334,475
1997,-1.550045,475
1998,-1.128287,475
1999,-0.4186332,475
2000,-0.6389362,475
2001,-0.6122495,475
2002,-0.6632517,475
2003,-0.6138721,475
2004,-0.8282655,475
2005,-0.4284744,475
2006,-0.3458015,475
2007,-0.388464,475
2008,-0.6453165,475
2009,-0.5828131,475
2010,-0.3901433,475
2011,-0.5328206,475
2012,-0.5386445,475
2013,-0.6285706,475
2014,-0.6232341,475
2015,-0.8553165,475
2016,-0.7277958,475
2017,-0.4802363,475
2018,-0.488532,475
2019,-0.4425437,475
2020,-0.3022192,475
2021,-0.5339874,475
2022,-0.6161159,475
2023,-0.5779819,475
2024,-0.6263879,475
1995,-0.21906,481
1996,-0.595938,481
1997,-0.7044603,481
1998,-0.3270669,481
1999,-0.7371017,481
2000,-0.6916007,481
2001,-0.5419267,481
2002,-0.6045822,481
2003,-0.6960572,481
2004,-0.6327475,481
2005,-0.7405517,481
2006,-0.7211993,481
2007,-0.615907,481
2008,-0.6664661,481
2009,-0.5744734,481
2010,-0.3582351,481
2011,-0.4322124,481
2012,-0.2576389,481
2013,-0.4290407,481
2014,-0.6414698,481
2015,-0.2637106,481
2016,-0.3129934,481
2017,-0.3915907,481
2018,-0.3141546,481
2019,-0.6792362,481
2020,-0.5459827,481
2021,-0.1919823,481
2022,-0.6469779,481
2023,-0.4984541,481
2024,-0.55018,481
1995,-0.5147406,482
1996,-0.5147406,482
1997,-0.5147406,482
1998,-0.5147406,482
1999,-0.5147406,482
2000,-0.5147406,482
2001,-0.5147406,482
2002,-0.5147406,482
2003,-0.4441951,482
2004,-0.4301596,482
2005,-0.2126129,482
2006,-0.4501038,482
2007,-0.5508039,482
2008,-0.4936411,482
2009,-0.5011041,482
2010,-0.5138825,482
2011,-0.1917426,482
2012,-0.4231967,482
2013,-0.2625208,482
2014,0.02237972,482
2015,-0.1377177,482
2016,-0.2426162,482
2017,-0.06951663,482
2018,-0.1626441,482
2019,-0.02536044,482
2020,-0.04973828,482
2021,-0.5860109,482
2022,-0.9522843,482
2023,-0.3900819,482
2024,-0.4090171,482
1995,-0.8479966,483
1996,-0.8650534,483
1997,-0.9377632,483
1998,-0.5724594,483
1999,-1.114277,483
2000,-0.9611731,483
2001,-1.092674,483
2002,-0.972534,483
2003,-0.9845091,483
2004,-1.034125,483
2005,-1.028308,483
2006,-0.2041472,483
2007,-0.5105084,483
2008,-0.6398304,483
2009,-0.5733092,483
2010,-0.5714662,483
2011,-0.5597537,483
2012,-0.2110949,483
2013,-0.4014419,483
2014,-0.2326429,483
2015,-0.6274164,483
2016,-0.5461722,483
2017,-0.5995934,483
2018,-0.6612296,483
2019,-0.5697241,483
2020,-0.549368,483
2021,-0.621433,483
2022,-0.2748378,483
2023,-0.4871626,483
2024,-0.4501355,483
1995,-0.2484131,484
1996,-0.6396504,484
1997,-0.6209883,484
1998,-0.6209883,484
1999,-0.7589855,484
2000,-0.8189462,484
2001,-0.8595753,484
2002,-0.7091426,484
2003,-0.651266,484
2004,-0.7476564,484
2005,-0.7834604,484
2006,-0.7528646,484
2007,-0.5575236,484
2008,-0.5243904,484
2009,-0.5680499,484
2010,-0.5339476,484
2011,-0.5490733,484
2012,-0.5128929,484
2013,-0.5796195,484
2014,-0.6495102,484
2015,-0.7167837,484
2016,-0.694168,484
2017,-0.7267734,484
2018,-0.7117188,484
2019,-0.7730114,484
2020,-0.5930036,484
2021,-0.6121903,484
2022,-0.8196367,484
2023,-0.5570877,484
2024,-0.6024783,484
1995,-0.8055076,490
1996,-0.07080254,490
1997,-0.7201151,490
1998,-0.6170753,490
1999,-1.25521,490
2000,-1.270945,490
2001,-1.1788,490
2002,-1.079114,490
2003,-0.880478,490
2004,-0.6054649,490
2005,-0.3760871,490
2006,-1.115397,490
2007,-0.2696382,490
2008,-0.4915216,490
2009,-0.3944877,490
2010,-0.2751974,490
2011,-0.6920925,490
2012,-0.566659,490
2013,-0.6518232,490
2014,-0.6692385,490
2015,-0.7846424,490
2016,-0.4413901,490
2017,-0.5067838,490
2018,-0.243198,490
2019,-0.5279735,490
2020,-0.1000646,490
2021,-0.08816173,490
2022,-0.256349,490
2023,-0.06345676,490
2024,-0.08936348,490
1995,-0.7849952,500
1996,-0.9464044,500
1997,-0.8686134,500
1998,-0.7515043,500
1999,-0.6733627,500
2000,-0.6368133,500
2001,-0.6773442,500
2002,-0.6738449,500
2003,-0.146538,500
2004,-0.2270501,500
2005,-0.03827164,500
2006,0.11448,500
2007,-0.5000957,500
2008,-0.6213759,500
2009,-0.1938916,500
2010,-0.6838867,500
2011,-0.6440806,500
2012,-0.6851696,500
2013,-0.9611364,500
2014,-0.8763407,500
2015,-0.9376855,500
2016,-1.073464,500
2017,-1.049834,500
2018,-0.7483242,500
2019,-0.8216183,500
2020,-0.7717974,500
2021,-0.815201,500
2022,-0.7851699,500
2023,-0.5718778,500
2024,-0.6046197,500
1995,-0.2718414,501
1996,-0.2649182,501
1997,-0.6263233,501
1998,-0.4608673,501
1999,-0.5159744,501
2000,-0.3874428,501
2001,-0.4979918,501
2002,-0.5098759,501
2003,-0.6322103,501
2004,-0.1687332,501
2005,-0.4538971,501
2006,-0.332026,501
2007,-0.3546682,501
2008,-0.4962709,501
2009,-0.3988886,501
2010,-0.4764016,501
2011,-0.6803197,501
2012,-0.514285,501
2013,-0.4364752,501
2014,-0.4749907,501
2015,-0.5187952,501
2016,-0.7612487,501
2017,-0.7463884,501
2018,-0.6138629,501
2019,-0.4651798,501
2020,-0.626955,501
2021,-0.3376504,501
2022,-0.4063398,501
2023,-0.3527344,501
2024,-0.3182776,501
1995,-1.151597,510
1996,-1.07449,510
1997,-1.155559,510
1998,-0.8976146,510
1999,-1.06718,510
2000,-0.9004132,510
2001,-0.850969,510
2002,-0.6276683,510
2003,-0.5722877,510
2004,-0.6707161,510
2005,-0.4347714,510
2006,-0.1691213,510
2007,-0.3836995,510
2008,-0.4285036,510
2009,-0.3690702,510
2010,-0.3688028,510
2011,-0.4598524,510
2012,-0.6552883,510
2013,-0.6514842,510
2014,-0.7253036,510
2015,-0.8716189,510
2016,-0.7859632,510
2017,-0.7511503,510
2018,-0.6518549,510
2019,-0.6425981,510
2020,-0.6033982,510
2021,-0.4815984,510
2022,-0.6789308,510
2023,-0.3973397,510
2024,-0.4449392,510
1995,-0.8665779,516
1996,-0.6695098,516
1997,-0.6436319,516
1998,-0.3845209,516
1999,-0.3845209,516
2000,-0.6415737,516
2001,-0.5822641,516
2002,-0.7863082,516
2003,-0.3285651,516
2004,-0.1572444,516
2005,-0.4042664,516
2006,-0.003619002,516
2007,-0.07563263,516
2008,-0.2265792,516
2009,-0.2467916,516
2010,-0.2111635,516
2011,-0.2005014,516
2012,-0.163146,516
2013,-0.4815924,516
2014,-0.4618967,516
2015,-1.234376,516
2016,-1.362661,516
2017,-1.450862,516
2018,-1.20073,516
2019,-1.127754,516
2020,-1.312118,516
2021,-0.6386423,516
2022,-0.7608248,516
2023,-1.042358,516
2024,-1.173439,516
1995,-0.6789759,517
1996,-0.6360227,517
1997,0.3303372,517
1998,0.003035039,517
1999,-0.4638915,517
2000,-0.6094502,517
2001,-0.7853585,517
2002,-0.2374889,517
2003,0.1559871,517
2004,-0.6368118,517
2005,-0.615173,517
2006,-0.5513382,517
2007,-0.2610227,517
2008,-0.4233067,517
2009,-0.4019563,517
2010,-0.3848468,517
2011,-0.2357805,517
2012,-0.1644558,517
2013,-0.5527536,517
2014,-0.3733643,517
2015,-0.4170707,517
2016,-0.3591215,517
2017,-0.1816878,517
2018,-0.008147344,517
2019,-0.1514911,517
2020,-0.1966167,517
2021,-0.09706362,517
2022,-0.05556954,517
2023,-0.3546077,517
2024,-0.3310941,517
1995,-0.8966171,520
1996,-0.8966171,520
1997,-0.8966171,520
1998,-0.8966171,520
1999,-0.8966171,520
2000,-0.8966171,520
2001,-0.8966171,520
2002,-1.018056,520
2003,-1.04226,520
2004,-0.8169364,520
2005,-0.6787403,520
2006,-0.5875684,520
2007,-1.167732,520
2008,-1.088449,520
2009,-1.163308,520
2010,-0.9497715,520
2011,-0.862601,520
2012,-0.6069897,520
2013,-0.6254598,520
2014,-0.4322032,520
2015,-0.6427706,520
2016,-0.4302453,520
2017,-0.5837096,520
2018,-0.5551609,520
2019,-0.6021034,520
2020,-0.5959416,520
2021,-0.6903177,520
2022,-0.3855598,520
2023,-0.6683235,520
2024,-0.6703874,520
1995,-0.7607981,522
1996,-0.9031863,522
1997,-0.7141722,522
1998,-0.6396534,522
1999,-0.7144235,522
2000,-0.6547646,522
2001,-1.08697,522
2002,-0.9300398,522
2003,-1.01194,522
2004,-0.7991083,522
2005,-0.7255265,522
2006,-0.659774,522
2007,-0.7667036,522
2008,-0.8830845,522
2009,-0.9481801,522
2010,-0.5976384,522
2011,-0.7283532,522
2012,-0.6408831,522
2013,-0.6749657,522
2014,-0.6580891,522
2015,-0.6671819,522
2016,-0.7667508,522
2017,-0.6470021,522
2018,-0.3178454,522
2019,-0.3869276,522
2020,-0.5724375,522
2021,-0.5734361,522
2022,-0.5821569,522
2023,-0.612543,522
2024,-0.5698665,522
1995,-0.1419928,530
1996,-0.2735727,530
1997,-0.121847,530
1998,-0.3245824,530
1999,-0.4037675,530
2000,-0.3621734,530
2001,-0.5369938,530
2002,-0.2869139,530
2003,-0.2318986,530
2004,-0.4542958,530
2005,-0.3631916,530
2006,-0.3323751,530
2007,-0.4655995,530
2008,-0.4434697,530
2009,-0.4052991,530
2010,-0.4414834,530
2011,-0.3749244,530
2012,-0.4151624,530
2013,-0.5268955,530
2014,-0.5422199,530
2015,-0.534879,530
2016,-0.5249358,530
2017,-0.5379503,530
2018,-0.3597726,530
2019,-0.4494516,530
2020,-0.5018744,530
2021,-0.7671123,530
2022,-1.093639,530
2023,-0.4144613,530
2024,-0.4997205,530
1995,-0.1800461,531
1996,-0.5331802,531
1997,-0.4756833,531
1998,-0.8404184,531
1999,-0.5223267,531
2000,-0.4101709,531
2001,-0.4904648,531
2002,-0.5911068,531
2003,-0.5893099,531
2004,-0.5525664,531
2005,-0.5530452,531
2006,-0.5140729,531
2007,-0.5074074,531
2008,-0.5113359,531
2009,-0.592716,531
2010,-0.6350822,531
2011,-0.4771889,531
2012,-0.7163277,531
2013,-0.7056662,531
2014,-0.650373,531
2015,-0.6508365,531
2016,-0.643059,531
2017,-0.7730346,531
2018,-0.6213003,531
2019,-0.6739502,531
2020,-0.6543638,531
2021,-1.09395,531
2022,-1.112132,531
2023,-1.067858,531
2024,-1.309421,531
1995,-0.669348,540
1996,-0.6520247,540
1997,-0.5685935,540
1998,-0.6961579,540
1999,-0.7119236,540
2000,-0.28945,540
2001,-0.2489694,540
2002,-0.7160228,540
2003,-0.2910914,540
2004,-0.4988108,540
2005,-0.4605714,540
2006,-0.32708,540
2007,-0.2267119,540
2008,-0.4997467,540
2009,-0.5815625,540
2010,-0.6598381,540
2011,-0.5438058,540
2012,-0.598664,540
2013,-0.6397819,540
2014,-0.6775688,540
2015,-0.9848107,540
2016,-0.7399066,540
2017,-0.457118,540
2018,-0.5848,540
2019,-0.5700982,540
2020,-0.4397965,540
2021,-0.6382274,540
2022,-0.6448259,540
2023,-0.4986542,540
2024,-0.5722157,540
1995,-0.6131497,541
1996,-0.5042155,541
1997,-0.6209008,541
1998,-0.4750271,541
1999,-0.7007472,541
2000,-0.6613512,541
2001,-0.6129868,541
2002,-0.6117027,541
2003,-0.6377861,541
2004,-0.5803039,541
2005,-0.5725131,541
2006,-0.5792619,541
2007,-0.5535342,541
2008,-0.5374372,541
2009,-0.5673436,541
2010,-0.6213492,541
2011,-0.6285904,541
2012,-0.2948906,541
2013,-0.6131127,541
2014,-0.7131543,541
2015,-0.8003239,541
2016,-0.7041587,541
2017,-0.7476183,541
2018,-0.6155506,541
2019,-0.5980959,541
2020,-0.5632151,541
2021,-0.5887042,541
2022,-0.6748456,541
2023,-0.5789204,541
2024,-0.4456814,541
1995,-0.3168702,551
1996,-0.4075063,551
1997,-0.2340077,551
1998,0.1248154,551
1999,-0.3665454,551
2000,-0.6011783,551
2001,-0.5075585,551
2002,-0.65728,551
2003,-0.6339321,551
2004,-0.5811898,551
2005,-0.4210537,551
2006,-0.5781441,551
2007,-0.6582833,551
2008,-0.5154696,551
2009,-0.4593725,551
2010,-0.4544065,551
2011,-0.7173974,551
2012,-0.3056526,551
2013,-0.6158332,551
2014,-0.6424335,551
2015,-0.51609,551
2016,-0.5846669,551
2017,-0.6862376,551
2018,-0.72599,551
2019,-0.577751,551
2020,-0.613813,551
2021,-0.2661848,551
2022,-0.4021828,551
2023,-0.2925892,551
2024,-0.1687297,551
1995,-0.8410641,552
1996,-0.711138,552
1997,-0.8155606,552
1998,-1.092703,552
1999,-0.7302028,552
2000,-0.6546726,552
2001,-0.6100935,552
2002,-0.9078435,552
2003,-0.8249324,552
2004,-1.120349,552
2005,-0.9824551,552
2006,-1.11551,552
2007,-1.297525,552
2008,-1.232652,552
2009,-1.163,552
2010,-1.233419,552
2011,-1.170524,552
2012,-1.389472,552
2013,-1.657013,552
2014,-1.633469,552
2015,-1.574022,552
2016,-1.647513,552
2017,-1.849965,552
2018,-1.440275,552
2019,-0.5403586,552
2020,-0.5112303,552
2021,-0.9312207,552
2022,-1.239423,552
2023,-0.7900854,552
2024,-0.904966,552
1995,-0.3249127,553
1996,-0.2264103,553
1997,-0.2083667,553
1998,-0.3874054,553
1999,-0.1345296,553
2000,-0.4948654,553
2001,-0.2084007,553
2002,-0.4281775,553
2003,-0.3815508,553
2004,0.03565548,553
2005,-0.3661462,553
2006,0.03340946,553
2007,-0.2356909,553
2008,-0.4784667,553
2009,-0.3611647,553
2010,-0.3545393,553
2011,-0.3430378,553
2012,-0.1265021,553
2013,-0.03572064,553
2014,-0.2939611,553
2015,-0.4250679,553
2016,-0.2466077,553
2017,-0.4353102,553
2018,-0.1705844,553
2019,-0.3581676,553
2020,-0.1288187,553
2021,-0.2351323,553
2022,0.1336926,553
2023,-0.08932623,553
2024,0.1164922,553
1995,-0.1719132,560
1996,-0.1138653,560
1997,0.003107456,560
1998,-0.04402444,560
1999,0.05361423,560
2000,0.05519926,560
2001,-0.07321,560
2002,-0.3032444,560
2003,-0.3492519,560
2004,-0.419552,560
2005,-0.3989885,560
2006,-0.4321932,560
2007,-0.5276887,560
2008,-0.4699535,560
2009,-0.4571755,560
2010,-0.4019122,560
2011,-0.6032846,560
2012,-0.3572289,560
2013,-0.4235732,560
2014,-0.4702339,560
2015,-0.4528035,560
2016,-0.5007284,560
2017,-0.540896,560
2018,-0.5117782,560
2019,-0.398448,560
2020,-0.4101305,560
2021,-0.4354872,560
2022,-0.6402986,560
2023,-0.5336614,560
2024,-0.5566185,560
1995,-0.792598,565
1996,-0.6828565,565
1997,-0.7576483,565
1998,-0.5502643,565
1999,-0.6894826,565
2000,-0.6089811,565
2001,-0.6022572,565
2002,-0.5311176,565
2003,-0.6739166,565
2004,-0.5905771,565
2005,-0.4230967,565
2006,-0.5735271,565
2007,-0.5400545,565
2008,-0.5092596,565
2009,-0.7680407,565
2010,-0.6462147,565
2011,-0.6730075,565
2012,-0.7744908,565
2013,-0.7433881,565
2014,-0.7476124,565
2015,-0.9643441,565
2016,-0.7115908,565
2017,-0.7605533,565
2018,-0.6980747,565
2019,-0.5368532,565
2020,-0.612934,565
2021,-0.5304998,565
2022,-0.694888,565
2023,-0.6145142,565
2024,-0.6470946,565
1995,-0.1699744,570
1996,-0.311284,570
1997,-0.7934896,570
1998,-0.4131928,570
1999,-0.4317839,570
2000,-0.4078934,570
2001,-0.4800639,570
2002,-0.4606268,570
2003,-0.7223638,570
2004,-0.5852416,570
2005,-0.4939402,570
2006,-0.5020738,570
2007,-0.5688145,570
2008,-0.5852029,570
2009,-0.4766195,570
2010,-0.5093,570
2011,-0.6726089,570
2012,-0.4839875,570
2013,-0.6214031,570
2014,-0.732026,570
2015,-0.50252,570
2016,-0.688646,570
2017,-0.7054792,570
2018,-0.3414923,570
2019,-0.4015532,570
2020,-0.3053427,570
2021,-0.325535,570
2022,-0.4140794,570
2023,-0.5325039,570
2024,-0.5574302,570
1995,-0.3068457,571
1996,-0.3853041,571
1997,-0.4332418,571
1998,-0.4326198,571
1999,-0.4862412,571
2000,-0.5233357,571
2001,-0.4491689,571
2002,-0.4488009,571
2003,-0.4731443,571
2004,-0.5753177,571
2005,-0.4406487,571
2006,-0.3181271,571
2007,-0.4609848,571
2008,-0.2031956,571
2009,-0.2470634,571
2010,-0.2597123,571
